[33msteamclient:[0m connecting to 155.133.242.8:27018
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 20:55:17 ] Начинаем раунд №49
[ 21:11:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:12:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:13:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:14:52 ] Проверка ставки: 784062491 (76561198200506802)
